Algorithm,Parameters,F1 Score,Adjusted Rand Score,Silhouette Score,Execution Time,clustering_results_gas-drift-different-concentrations,dataset,clustering_results_glass,clustering_results_haberman,clustering_results_iris,clustering_results_isolet,clustering_results_letter,clustering_results_libras,clustering_results_MagicTelescope,clustering_results_satelite,clustering_results_wine
GaussianMixture,"{'covariance_type': 'spherical', 'max_iter': 100, 'n_components': 2}",0.1003405710349289,0.0751667866241674,0.3659701676349489,3.3212969303131104,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
GaussianMixture,"{'covariance_type': 'spherical', 'max_iter': 100, 'n_components': 3}",0.1058676113781067,0.0500976646388242,0.2392873323125732,6.107558012008667,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
GaussianMixture,"{'covariance_type': 'spherical', 'max_iter': 100, 'n_components': 4}",0.139527044909426,0.0668922578549069,0.1819311907186591,8.75321364402771,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
GaussianMixture,"{'covariance_type': 'spherical', 'max_iter': 300, 'n_components': 2}",0.1214979967289883,0.0751667866241674,0.3659701676349489,3.6819326877594,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
GaussianMixture,"{'covariance_type': 'spherical', 'max_iter': 300, 'n_components': 3}",0.096059643053845,0.0500976646388242,0.2392873323125732,7.364868879318237,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
GaussianMixture,"{'covariance_type': 'spherical', 'max_iter': 300, 'n_components': 4}",0.1770432504032751,0.0668922578549069,0.1819311907186591,8.385955333709717,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
GaussianMixture,"{'covariance_type': 'spherical', 'max_iter': 500, 'n_components': 2}",0.1214979967289883,0.0751667866241674,0.3659701676349489,3.898397922515869,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
GaussianMixture,"{'covariance_type': 'spherical', 'max_iter': 500, 'n_components': 3}",0.1058676113781067,0.0500976646388242,0.2392873323125732,7.818985462188721,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
GaussianMixture,"{'covariance_type': 'spherical', 'max_iter': 500, 'n_components': 4}",0.1346528658662766,0.0669245964529276,0.1819536169315357,8.149070501327515,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 3, 'threshold': 0.1}",0.0821760269898652,0.0104458069587551,0.4577078704361504,4.455398321151733,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 3, 'threshold': 0.5}",0.0592604114202538,0.009123501883495,0.413723943651992,1.581674575805664,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 3, 'threshold': 1.0}",0.0591601603706945,-0.0025630241800745,0.6083653726986803,1.6847119331359863,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 4, 'threshold': 0.1}",0.085603567056644,0.0095695463913918,0.4547948143833459,5.695436239242554,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 4, 'threshold': 0.5}",0.0657990315247725,0.0104539431711894,0.4190962612085396,2.04852032661438,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 4, 'threshold': 1.0}",0.0765167066253199,-0.0025679797786265,0.6082677146361469,1.0092504024505615,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 5, 'threshold': 0.1}",0.0861150137236234,0.0097817414651132,0.4546482850403857,4.798208713531494,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 5, 'threshold': 0.5}",0.0606868506737368,0.009768650230609,0.4185581917946582,1.8994817733764648,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 5, 'threshold': 1.0}",0.0806920244815289,-0.0028303708530198,0.5557097960606416,0.9182288646697998,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 6, 'threshold': 0.1}",0.128754358577069,0.0237225730906493,0.4439718754178766,5.830478429794312,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 6, 'threshold': 0.5}",0.051074914543088,0.012054233814224,0.384028872011243,1.6674184799194336,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 6, 'threshold': 1.0}",0.0586277375063263,-0.0028303662647218,0.5555104575136285,1.4303467273712158,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 7, 'threshold': 0.1}",0.0311122810998395,0.0172654340357916,0.4129953642061083,4.875239133834839,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 7, 'threshold': 0.5}",0.1688561549253792,0.0120606684348125,0.3833765451007939,2.094287633895874,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 20, 'n_clusters': 7, 'threshold': 1.0}",0.0273248094444038,-0.0028450761085957,0.544433734397172,0.963243007659912,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 3, 'threshold': 0.1}",0.1333589897329103,0.0832864654904401,0.3855914245456167,5.278940200805664,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 3, 'threshold': 0.5}",0.058296079118548,-0.0019839044405939,0.5708904637344607,1.5834012031555176,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 3, 'threshold': 1.0}",0.0591601603706945,-0.0025630241800745,0.6083653726986803,1.2973299026489258,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 4, 'threshold': 0.1}",0.133362294926274,0.0825277287081914,0.3815256103475751,4.119049787521362,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 4, 'threshold': 0.5}",0.1094239575680162,-0.0044706583452949,0.4508870847495352,1.8124432563781736,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 4, 'threshold': 1.0}",0.0765167066253199,-0.0025679797786265,0.6082677146361469,0.96724534034729,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 5, 'threshold': 0.1}",0.1101344014153453,0.0821863441687053,0.3807510686866265,4.36711859703064,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 5, 'threshold': 0.5}",0.1128800043006219,-0.0046834404796687,0.4474996328393408,2.3746047019958496,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 5, 'threshold': 1.0}",0.0806920244815289,-0.0028303708530198,0.5557097960606416,1.0312633514404297,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 6, 'threshold': 0.1}",0.1448800425533853,0.0624770981886924,0.3253608316691514,4.376098871231079,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 6, 'threshold': 0.5}",0.0766490732178766,-0.004559525574805,0.41194222152941,1.6904239654541016,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 6, 'threshold': 1.0}",0.0586277375063263,-0.0028303662647218,0.5555104575136285,1.00825834274292,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 7, 'threshold': 0.1}",0.1357040705819805,0.0626198601153523,0.3284377616069834,4.38510799407959,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 7, 'threshold': 0.5}",0.0932822807374269,-0.0045677918943779,0.4116609221121803,1.7644422054290771,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 50, 'n_clusters': 7, 'threshold': 1.0}",0.0273248094444038,-0.0028450761085957,0.544433734397172,2.841256856918335,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 100, 'n_clusters': 3, 'threshold': 0.1}",0.0713451755017118,0.0181283859350694,0.4493855416325357,7.660706996917725,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 100, 'n_clusters': 3, 'threshold': 0.5}",0.0583963733090924,-0.0021217158519735,0.5063994256209863,1.334338903427124,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 100, 'n_clusters': 3, 'threshold': 1.0}",0.0591601603706945,-0.0025630241800745,0.6083653726986803,0.9742438793182372,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 100, 'n_clusters': 4, 'threshold': 0.1}",0.0824983864351314,0.0331305117586444,0.4399273014835952,4.4691321849823,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 100, 'n_clusters': 4, 'threshold': 0.5}",0.0647264977354078,-0.0019336688917418,0.4809701640886148,1.1762936115264893,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 100, 'n_clusters': 4, 'threshold': 1.0}",0.0765167066253199,-0.0025679797786265,0.6082677146361469,1.8074469566345213,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 100, 'n_clusters': 5, 'threshold': 0.1}",0.0834226913014205,0.0341396904431884,0.4429529209309493,3.9489996433258057,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 100, 'n_clusters': 5, 'threshold': 0.5}",0.1038630524263391,0.0222319044587551,0.45503200233446,1.8914856910705569,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 100, 'n_clusters': 5, 'threshold': 1.0}",0.0806920244815289,-0.0028303708530198,0.5557097960606416,0.9782447814941406,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 100, 'n_clusters': 6, 'threshold': 0.1}",0.0553331966338541,0.0328699627293386,0.4422966698928542,4.464132070541382,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
Birch,"{'branching_factor': 100, 'n_clusters': 6, 'threshold': 0.5}",0.1037797375954307,0.0221836828737363,0.4549798630330254,1.119283676147461,clustering_results_gas-drift-different-concentrations,gas-drift-different-concentrations,,,,,,,,,
