Algorithm,Parameters,F1 Score,Adjusted Rand Score,Silhouette Score,Execution Time
KMeans,"{'init': 'k-means++', 'max_iter': 100, 'n_clusters': 2}",0.2584293425717048,0.2092355760565566,0.5201305326879629,0.3429737091064453
KMeans,"{'init': 'k-means++', 'max_iter': 100, 'n_clusters': 3}",0.2053674452256895,0.2417453999130106,0.5252437159134773,0.3557281494140625
KMeans,"{'init': 'k-means++', 'max_iter': 100, 'n_clusters': 4}",0.2576147496911414,0.18437114404377278,0.36059690421895435,0.33086085319519043
KMeans,"{'init': 'k-means++', 'max_iter': 300, 'n_clusters': 2}",0.2580628045215819,0.20233671848164667,0.5240735085818296,0.2969365119934082
KMeans,"{'init': 'k-means++', 'max_iter': 300, 'n_clusters': 3}",0.2849879021326008,0.23351957428995407,0.5263819039711348,0.29461193084716797
KMeans,"{'init': 'k-means++', 'max_iter': 300, 'n_clusters': 4}",0.16465355673225074,0.17687672699305423,0.3601632286268609,0.3061850070953369
KMeans,"{'init': 'k-means++', 'max_iter': 500, 'n_clusters': 2}",0.1939841357103589,0.2092355760565566,0.5201305326879629,0.27275776863098145
KMeans,"{'init': 'k-means++', 'max_iter': 500, 'n_clusters': 3}",0.22769753610875107,0.2417453999130106,0.5252437159134773,0.2947652339935303
KMeans,"{'init': 'k-means++', 'max_iter': 500, 'n_clusters': 4}",0.2576147496911414,0.18437114404377278,0.36059690421895435,0.3340003490447998
KMeans,"{'init': 'random', 'max_iter': 100, 'n_clusters': 2}",0.19317248660696829,0.20233671848164667,0.5240735085818296,0.26907944679260254
KMeans,"{'init': 'random', 'max_iter': 100, 'n_clusters': 3}",0.1312264428533397,0.13878212852806238,0.34003759051205196,0.2855546474456787
KMeans,"{'init': 'random', 'max_iter': 100, 'n_clusters': 4}",0.3805988952547971,0.17687672699305423,0.3601632286268609,0.26369524002075195
KMeans,"{'init': 'random', 'max_iter': 300, 'n_clusters': 2}",0.2584293425717048,0.2092355760565566,0.5201305326879629,0.21428823471069336
KMeans,"{'init': 'random', 'max_iter': 300, 'n_clusters': 3}",0.0006982490063379525,0.2417453999130106,0.5252437159134773,0.2155764102935791
KMeans,"{'init': 'random', 'max_iter': 300, 'n_clusters': 4}",0.08061869607656147,0.17687672699305423,0.3601632286268609,0.2240602970123291
KMeans,"{'init': 'random', 'max_iter': 500, 'n_clusters': 2}",0.1939841357103589,0.2092355760565566,0.5201305326879629,0.22589325904846191
KMeans,"{'init': 'random', 'max_iter': 500, 'n_clusters': 3}",0.22769753610875107,0.2417453999130106,0.5252437159134773,0.22292804718017578
KMeans,"{'init': 'random', 'max_iter': 500, 'n_clusters': 4}",0.16013244773604499,0.18437114404377278,0.36059690421895435,0.21605300903320312
AgglomerativeClustering,"{'affinity': 'euclidean', 'linkage': 'complete', 'n_clusters': 2}",0.18994204083454125,-0.006585748270192618,0.5203013999062047,0.015627145767211914
AgglomerativeClustering,"{'affinity': 'euclidean', 'linkage': 'complete', 'n_clusters': 3}",0.21637770590695565,0.15319799672124687,0.4763453719405465,0.010317087173461914
AgglomerativeClustering,"{'affinity': 'euclidean', 'linkage': 'complete', 'n_clusters': 4}",0.21709032600162068,0.1597661235105073,0.4777187996301996,0.016003131866455078
AgglomerativeClustering,"{'affinity': 'euclidean', 'linkage': 'complete', 'n_clusters': 5}",0.23983410609565806,0.22249446900650235,0.4837431535596437,0.0
AgglomerativeClustering,"{'affinity': 'euclidean', 'linkage': 'average', 'n_clusters': 2}",0.17104206186468995,-0.002345412094144217,0.6014640730574308,0.015622854232788086
AgglomerativeClustering,"{'affinity': 'euclidean', 'linkage': 'average', 'n_clusters': 3}",0.188393165796964,0.008206508724813745,0.5535025008075198,0.015625
AgglomerativeClustering,"{'affinity': 'euclidean', 'linkage': 'average', 'n_clusters': 4}",0.1889751992555731,0.013912396366021457,0.48133250841100345,0.015628814697265625
AgglomerativeClustering,"{'affinity': 'euclidean', 'linkage': 'average', 'n_clusters': 5}",0.19987809833401055,0.02048751830672895,0.44002657866893774,0.01562952995300293
AgglomerativeClustering,"{'affinity': 'manhattan', 'linkage': 'complete', 'n_clusters': 2}",0.21669976533020222,-0.011772898286682185,0.4914435997733643,0.01953268051147461
AgglomerativeClustering,"{'affinity': 'manhattan', 'linkage': 'complete', 'n_clusters': 3}",0.23951694458931225,0.014163135898084973,0.4545318562954663,0.0058040618896484375
AgglomerativeClustering,"{'affinity': 'manhattan', 'linkage': 'complete', 'n_clusters': 4}",0.24013820561225782,0.019922983801375752,0.4459657386794672,0.015624761581420898
AgglomerativeClustering,"{'affinity': 'manhattan', 'linkage': 'complete', 'n_clusters': 5}",0.2073367828049723,0.02124243191600133,0.1397041633961938,0.015626192092895508
AgglomerativeClustering,"{'affinity': 'manhattan', 'linkage': 'average', 'n_clusters': 2}",0.17104206186468995,-0.002345412094144217,0.6014640730574308,0.008001089096069336
AgglomerativeClustering,"{'affinity': 'manhattan', 'linkage': 'average', 'n_clusters': 3}",0.188393165796964,0.008206508724813745,0.5535025008075198,0.015999317169189453
AgglomerativeClustering,"{'affinity': 'manhattan', 'linkage': 'average', 'n_clusters': 4}",0.1889751992555731,0.013912396366021457,0.48133250841100345,0.007997274398803711
AgglomerativeClustering,"{'affinity': 'manhattan', 'linkage': 'average', 'n_clusters': 5}",0.23530393104599576,0.002332693233768239,0.45731586459161877,0.008807182312011719
AgglomerativeClustering,"{'affinity': 'cosine', 'linkage': 'complete', 'n_clusters': 2}",0.26740274111830187,0.08032994976726893,0.33841827805256786,0.015622854232788086
