Algorithm,Parameters,F1 Score,Adjusted Rand Score,Silhouette Score,Execution Time
KMeans,"{'init': 'k-means++', 'max_iter': 100, 'n_clusters': 10}",0.0194229815404274,0.3664110678342812,0.1044320571791247,16.961902141571045
KMeans,"{'init': 'k-means++', 'max_iter': 100, 'n_clusters': 20}",0.000394550925364,0.5015279153979466,0.0888973540230497,38.17227077484131
KMeans,"{'init': 'k-means++', 'max_iter': 100, 'n_clusters': 30}",0.058829401255197,0.4772759870729319,0.0821956316250634,44.612993240356445
KMeans,"{'init': 'k-means++', 'max_iter': 100, 'n_clusters': 35}",0.0473126851165903,0.4623398899363311,0.0743900148428184,49.573546171188354
KMeans,"{'init': 'k-means++', 'max_iter': 300, 'n_clusters': 10}",0.0018386837188669,0.3746997771109154,0.1036414963511571,16.90589165687561
KMeans,"{'init': 'k-means++', 'max_iter': 300, 'n_clusters': 20}",0.0455101193385838,0.4693554449670462,0.1027279176760963,31.23719477653504
KMeans,"{'init': 'k-means++', 'max_iter': 300, 'n_clusters': 30}",0.0070671123422892,0.4798757127250375,0.0785490092397606,40.418872117996216
KMeans,"{'init': 'k-means++', 'max_iter': 300, 'n_clusters': 35}",0.0181666669475161,0.4321470245918214,0.0754937195244598,51.83781933784485
KMeans,"{'init': 'k-means++', 'max_iter': 500, 'n_clusters': 10}",0.0010403178638523,0.3691005829491405,0.1043907256454195,16.5058491230011
KMeans,"{'init': 'k-means++', 'max_iter': 500, 'n_clusters': 20}",0.0538877242971911,0.4470248551292677,0.0956904044245392,25.690876245498657
KMeans,"{'init': 'k-means++', 'max_iter': 500, 'n_clusters': 30}",0.0030080254228587,0.4864319727404091,0.0798019253823747,38.22827935218811
KMeans,"{'init': 'k-means++', 'max_iter': 500, 'n_clusters': 35}",0.0390650489811698,0.4691534141601017,0.0735599123606695,49.46143579483032
KMeans,"{'init': 'random', 'max_iter': 100, 'n_clusters': 10}",0.0487980371875462,0.3659299861649694,0.1044253234445485,18.618083715438843
KMeans,"{'init': 'random', 'max_iter': 100, 'n_clusters': 20}",0.031426473593638,0.492218366469447,0.091145187204714,35.908013343811035
KMeans,"{'init': 'random', 'max_iter': 100, 'n_clusters': 30}",0.0419917963378065,0.4958804315634719,0.0805973303993147,38.49366331100464
KMeans,"{'init': 'random', 'max_iter': 100, 'n_clusters': 35}",0.0555931083182765,0.4669340199971666,0.0726705997443673,36.535480976104736
KMeans,"{'init': 'random', 'max_iter': 300, 'n_clusters': 10}",0.020489468103881,0.367463931965286,0.1044414878507241,18.866668462753296
KMeans,"{'init': 'random', 'max_iter': 300, 'n_clusters': 20}",0.0891898559497512,0.4810754644432147,0.0873595717029502,29.88923454284668
KMeans,"{'init': 'random', 'max_iter': 300, 'n_clusters': 30}",0.0701902454942835,0.4755018802365391,0.0833062427017297,36.30806946754456
KMeans,"{'init': 'random', 'max_iter': 300, 'n_clusters': 35}",0.0345285746153042,0.4744029780826165,0.0785621978672032,42.34228563308716
KMeans,"{'init': 'random', 'max_iter': 500, 'n_clusters': 10}",0.0003057618732465,0.3639539605804633,0.1055251226420355,14.905998468399048
KMeans,"{'init': 'random', 'max_iter': 500, 'n_clusters': 20}",0.0196569539517462,0.4470153035665588,0.1035594973993159,28.79916501045227
KMeans,"{'init': 'random', 'max_iter': 500, 'n_clusters': 30}",0.0434737838082201,0.466723719196887,0.0796474647855742,31.56136202812195
KMeans,"{'init': 'random', 'max_iter': 500, 'n_clusters': 35}",0.0113015589004786,0.4573280825688637,0.0748326066663,41.42298412322998
GaussianMixture,"{'covariance_type': 'full', 'max_iter': 100, 'n_components': 2}",0.0004057568785934,0.0709918516579603,0.1634521398176827,5.681479692459106
GaussianMixture,"{'covariance_type': 'full', 'max_iter': 100, 'n_components': 3}",0.0144108986231314,0.1013120630144955,0.1120689687838515,49.39863061904907
GaussianMixture,"{'covariance_type': 'full', 'max_iter': 100, 'n_components': 4}",0.0206544328709743,0.1681125226332461,0.1082586757273286,32.674572467803955
GaussianMixture,"{'covariance_type': 'full', 'max_iter': 100, 'n_components': 5}",0.0067983768052719,0.1810335667726474,0.1048217370186628,41.1070601940155
GaussianMixture,"{'covariance_type': 'full', 'max_iter': 300, 'n_components': 2}",0.0004057568785934,0.0709918516579603,0.1634521398176827,6.994256496429443
GaussianMixture,"{'covariance_type': 'full', 'max_iter': 300, 'n_components': 3}",0.0142390351008324,0.118141393718441,0.084275120051836,55.34029698371887
GaussianMixture,"{'covariance_type': 'full', 'max_iter': 300, 'n_components': 4}",0.0088819984125743,0.1582840257711553,0.1091436178134519,50.80300331115723
GaussianMixture,"{'covariance_type': 'full', 'max_iter': 300, 'n_components': 5}",0.0018991461894928,0.1810438912295388,0.104705306408187,43.60549664497376
GaussianMixture,"{'covariance_type': 'tied', 'max_iter': 100, 'n_components': 2}",0.0046961073658115,0.0681071614342134,0.1790674529172098,3.186782121658325
GaussianMixture,"{'covariance_type': 'tied', 'max_iter': 100, 'n_components': 3}",0.0075723609458652,0.1267277788941704,0.1191707741243014,9.657942533493042
GaussianMixture,"{'covariance_type': 'tied', 'max_iter': 100, 'n_components': 4}",0.0203304650769199,0.1807153955409028,0.1170658237642243,14.684845447540283
GaussianMixture,"{'covariance_type': 'tied', 'max_iter': 100, 'n_components': 5}",0.0210694914228103,0.1958866330724454,0.1047306559254772,21.66011500358581
GaussianMixture,"{'covariance_type': 'tied', 'max_iter': 300, 'n_components': 2}",0.0046961073658115,0.0681071614342134,0.1790674529172098,5.073313236236572
